entrynum,smiles,pka_type,pka_value,temp,remarks,method,ref,ref_remarks,entry_remarks,original_iupac_name,original_iupac_nickname,source,uniqueid,pressure,acidity_label
4529,Nc1cccc([N+](=O)[O-])c1,pKAH1,2.725,5,"(m), I=0.03 to 0.05","O1, R4",B57,,,"aniline, 3-nitro-",,perrin_supp,perrin_supp4529,,AH
4529,Nc1cccc([N+](=O)[O-])c1,pKAH1,2.625,10,"(m), I=0.03 to 0.05","O1, R4",B57,,,"aniline, 3-nitro-",,perrin_supp,perrin_supp4529,,AH
4529,Nc1cccc([N+](=O)[O-])c1,pKAH1,2.584,15,"(m), I=0.03 to 0.05","O1, R4",B57,,,"aniline, 3-nitro-",,perrin_supp,perrin_supp4529,,AH
4529,Nc1cccc([N+](=O)[O-])c1,pKAH1,2.521,20,"(m), I=0.03 to 0.05","O1, R4",B57,,,"aniline, 3-nitro-",,perrin_supp,perrin_supp4529,,AH
4529,Nc1cccc([N+](=O)[O-])c1,pKAH1,2.46,25,"(m), I=0.03 to 0.05","O1, R4",B57,,,"aniline, 3-nitro-",,perrin_supp,perrin_supp4529,,AH
4529,Nc1cccc([N+](=O)[O-])c1,pKAH1,2.399,30,"(m), I=0.03 to 0.05","O1, R4",B57,,,"aniline, 3-nitro-",,perrin_supp,perrin_supp4529,,AH
4529,Nc1cccc([N+](=O)[O-])c1,pKAH1,2.338,35,"(m), I=0.03 to 0.05","O1, R4",B57,,,"aniline, 3-nitro-",,perrin_supp,perrin_supp4529,,AH
4529,Nc1cccc([N+](=O)[O-])c1,pKAH1,2.282,40,"(m), I=0.03 to 0.05","O1, R4",B57,,,"aniline, 3-nitro-",,perrin_supp,perrin_supp4529,,AH
4529,Nc1cccc([N+](=O)[O-])c1,pKAH1,2.228,45,"(m), I=0.03 to 0.05","O1, R4",B57,,,"aniline, 3-nitro-",,perrin_supp,perrin_supp4529,,AH
4529,Nc1cccc([N+](=O)[O-])c1,pKAH1,2.174,50,"(m), I=0.03 to 0.05","O1, R4",B57,,,"aniline, 3-nitro-",,perrin_supp,perrin_supp4529,,AH
4529,Nc1cccc([N+](=O)[O-])c1,pKAH1,2.12,55,"(m), I=0.03 to 0.05","O1, R4",B57,,,"aniline, 3-nitro-",,perrin_supp,perrin_supp4529,,AH
4529,Nc1cccc([N+](=O)[O-])c1,pKAH1,2.065,60,"(m), I=0.03 to 0.05","O1, R4",B57,,,"aniline, 3-nitro-",,perrin_supp,perrin_supp4529,,AH
4530,Nc1ccc([N+](=O)[O-])cc1,pKAH1,1.144,10,"(m), I=0.06 to 0.12","O6, R4",B58,,,"aniline, 4-nitro-",,perrin_supp,perrin_supp4530,,AH
4530,Nc1ccc([N+](=O)[O-])cc1,pKAH1,1.102,15,"(m), I=0.06 to 0.12","O6, R4",B58,,,"aniline, 4-nitro-",,perrin_supp,perrin_supp4530,,AH
4530,Nc1ccc([N+](=O)[O-])cc1,pKAH1,1.06,20,"(m), I=0.06 to 0.12","O6, R4",B58,,,"aniline, 4-nitro-",,perrin_supp,perrin_supp4530,,AH
4530,Nc1ccc([N+](=O)[O-])cc1,pKAH1,1.019,25,"(m), I=0.06 to 0.12","O6, R4",B58,,,"aniline, 4-nitro-",,perrin_supp,perrin_supp4530,,AH
4530,Nc1ccc([N+](=O)[O-])cc1,pKAH1,0.978,30,"(m), I=0.06 to 0.12","O6, R4",B58,,,"aniline, 4-nitro-",,perrin_supp,perrin_supp4530,,AH
4530,Nc1ccc([N+](=O)[O-])cc1,pKAH1,0.937,35,"(m), I=0.06 to 0.12","O6, R4",B58,,,"aniline, 4-nitro-",,perrin_supp,perrin_supp4530,,AH
4530,Nc1ccc([N+](=O)[O-])cc1,pKAH1,0.896,40,"(m), I=0.06 to 0.12","O6, R4",B58,,,"aniline, 4-nitro-",,perrin_supp,perrin_supp4530,,AH
4530,Nc1ccc([N+](=O)[O-])cc1,pKAH1,0.856,45,"(m), I=0.06 to 0.12","O6, R4",B58,,,"aniline, 4-nitro-",,perrin_supp,perrin_supp4530,,AH
4530,Nc1ccc([N+](=O)[O-])cc1,pKAH1,0.816,50,"(m), I=0.06 to 0.12","O6, R4",B58,,,"aniline, 4-nitro-",,perrin_supp,perrin_supp4530,,AH
4530,Nc1ccc([N+](=O)[O-])cc1,pKAH1,0.782,55,"(m), I=0.06 to 0.12","O6, R4",B58,,,"aniline, 4-nitro-",,perrin_supp,perrin_supp4530,,AH
4530,Nc1ccc([N+](=O)[O-])cc1,pKAH1,0.749,60,"(m), I=0.06 to 0.12","O6, R4",B58,,,"aniline, 4-nitro-",,perrin_supp,perrin_supp4530,,AH
5003,c1ccncc1,pKAH1,5.426,5,"C=2x10-4M, I~10-4",O5,G30,,"Other measurements: K1, C16. For pKa values of perdeuteriated pyridine and some of its derivatives see ref. B36",Pyridine,,perrin_supp,perrin_supp5003,,AH
5003,c1ccncc1,pKAH1,5.374,10,"C=2x10-4M, I~10-4",O5,G30,,"Other measurements: K1, C16. For pKa values of perdeuteriated pyridine and some of its derivatives see ref. B36",Pyridine,,perrin_supp,perrin_supp5003,,AH
5003,c1ccncc1,pKAH1,5.322,15,"C=2x10-4M, I~10-4",O5,G30,,"Other measurements: K1, C16. For pKa values of perdeuteriated pyridine and some of its derivatives see ref. B36",Pyridine,,perrin_supp,perrin_supp5003,,AH
5003,c1ccncc1,pKAH1,5.278,20,"C=2x10-4M, I~10-4",O5,G30,,"Other measurements: K1, C16. For pKa values of perdeuteriated pyridine and some of its derivatives see ref. B36",Pyridine,,perrin_supp,perrin_supp5003,,AH
5003,c1ccncc1,pKAH1,5.229,25,"C=2x10-4M, I~10-4",O5,G30,,"Other measurements: K1, C16. For pKa values of perdeuteriated pyridine and some of its derivatives see ref. B36",Pyridine,,perrin_supp,perrin_supp5003,,AH
5003,c1ccncc1,pKAH1,5.186,30,"C=2x10-4M, I~10-4",O5,G30,,"Other measurements: K1, C16. For pKa values of perdeuteriated pyridine and some of its derivatives see ref. B36",Pyridine,,perrin_supp,perrin_supp5003,,AH
5003,c1ccncc1,pKAH1,5.123,35,"C=2x10-4M, I~10-4",O5,G30,,"Other measurements: K1, C16. For pKa values of perdeuteriated pyridine and some of its derivatives see ref. B36",Pyridine,,perrin_supp,perrin_supp5003,,AH
5003,c1ccncc1,pKAH1,5.065,40,"C=2x10-4M, I~10-4",O5,G30,,"Other measurements: K1, C16. For pKa values of perdeuteriated pyridine and some of its derivatives see ref. B36",Pyridine,,perrin_supp,perrin_supp5003,,AH
5003,c1ccncc1,pKAH1,5.003,45,"C=2x10-4M, I~10-4",O5,G30,,"Other measurements: K1, C16. For pKa values of perdeuteriated pyridine and some of its derivatives see ref. B36",Pyridine,,perrin_supp,perrin_supp5003,,AH
5003,c1ccncc1,pKAH1,4.94,50,"C=2x10-4M, I~10-4",O5,G30,,"Other measurements: K1, C16. For pKa values of perdeuteriated pyridine and some of its derivatives see ref. B36",Pyridine,,perrin_supp,perrin_supp5003,,AH
5003,c1ccncc1,pKAH1,5.266,20,I=0.005 to 0.025,E3bg,P38,,"Other measurements: K1, C16. For pKa values of perdeuteriated pyridine and some of its derivatives see ref. B36",Pyridine,,perrin_supp,perrin_supp5003,,AH
5003,c1ccncc1,pKAH1,5.198,25,I=0.005 to 0.025,E3bg,P38,,"Other measurements: K1, C16. For pKa values of perdeuteriated pyridine and some of its derivatives see ref. B36",Pyridine,,perrin_supp,perrin_supp5003,,AH
5240,Cc1ccccn1,pKAH1,5.995,20,,E3bg,P38,,,"pyridine, 2-methyl-",,perrin_supp,perrin_supp5240,,AH
5240,Cc1ccccn1,pKAH1,5.957,25,,E3bg,P38,,,"pyridine, 2-methyl-",,perrin_supp,perrin_supp5240,,AH
5241,Cc1cccnc1,pKAH1,5.751,20,Other measurements: K1,E3bg,P38,,,"pyridine, 3-methyl-",,perrin_supp,perrin_supp5241,,AH
5241,Cc1cccnc1,pKAH1,5.703,25,Other measurements: K1,E3bg,P38,,,"pyridine, 3-methyl-",,perrin_supp,perrin_supp5241,,AH
5241,Cc1cccnc1,pKAH1,5.617,30,Other measurements: K1,E3bg,P38,,,"pyridine, 3-methyl-",,perrin_supp,perrin_supp5241,,AH
5242,Cc1ccncc1,pKAH1,6.06,20,,E3bg,P38,,,"pyridine, 4-methyl-",,perrin_supp,perrin_supp5242,,AH
5242,Cc1ccncc1,pKAH1,5.992,25,,E3bg,P38,,,"pyridine, 4-methyl-",,perrin_supp,perrin_supp5242,,AH
5242,Cc1ccncc1,pKAH1,5.942,30,,E3bg,P38,,,"pyridine, 4-methyl-",,perrin_supp,perrin_supp5242,,AH
5370,C1CCNC1,pKAH1,12.165,0,(m) I=0.02 to 0.10,E1a,H33,Thermodynamic quantities are derived from the results,,Pyrrolidine,,perrin_supp,perrin_supp5370,,AH
5370,C1CCNC1,pKAH1,11.984,5,(m) I=0.02 to 0.10,E1a,H33,Thermodynamic quantities are derived from the results,,Pyrrolidine,,perrin_supp,perrin_supp5370,,AH
5370,C1CCNC1,pKAH1,11.807,10,(m) I=0.02 to 0.10,E1a,H33,Thermodynamic quantities are derived from the results,,Pyrrolidine,,perrin_supp,perrin_supp5370,,AH
5370,C1CCNC1,pKAH1,11.636,15,(m) I=0.02 to 0.10,E1a,H33,Thermodynamic quantities are derived from the results,,Pyrrolidine,,perrin_supp,perrin_supp5370,,AH
5370,C1CCNC1,pKAH1,11.469,20,(m) I=0.02 to 0.10,E1a,H33,Thermodynamic quantities are derived from the results,,Pyrrolidine,,perrin_supp,perrin_supp5370,,AH
5370,C1CCNC1,pKAH1,11.305,25,(m) I=0.02 to 0.10,E1a,H33,Thermodynamic quantities are derived from the results,,Pyrrolidine,,perrin_supp,perrin_supp5370,,AH
5370,C1CCNC1,pKAH1,11.147,30,(m) I=0.02 to 0.10,E1a,H33,Thermodynamic quantities are derived from the results,,Pyrrolidine,,perrin_supp,perrin_supp5370,,AH
5370,C1CCNC1,pKAH1,10.994,35,(m) I=0.02 to 0.10,E1a,H33,Thermodynamic quantities are derived from the results,,Pyrrolidine,,perrin_supp,perrin_supp5370,,AH
5370,C1CCNC1,pKAH1,10.845,40,(m) I=0.02 to 0.10,E1a,H33,Thermodynamic quantities are derived from the results,,Pyrrolidine,,perrin_supp,perrin_supp5370,,AH
5370,C1CCNC1,pKAH1,10.698,45,(m) I=0.02 to 0.10,E1a,H33,Thermodynamic quantities are derived from the results,,Pyrrolidine,,perrin_supp,perrin_supp5370,,AH
5370,C1CCNC1,pKAH1,10.556,50,(m) I=0.02 to 0.10,E1a,H33,Thermodynamic quantities are derived from the results,,Pyrrolidine,,perrin_supp,perrin_supp5370,,AH
5380,c1c[nH]cn1,pKAH1,7.5795,0,"(m), I=0.02 to 0.15","E1ch, R4",D2,Thermodynamic quantities are derived from the results,,Imidazole,,perrin_supp,perrin_supp5380,,AH
5380,c1c[nH]cn1,pKAH1,7.4547,5,"(m), I=0.02 to 0.15","E1ch, R4",D2,Thermodynamic quantities are derived from the results,,Imidazole,,perrin_supp,perrin_supp5380,,AH
5380,c1c[nH]cn1,pKAH1,7.3337,10,"(m), I=0.02 to 0.15","E1ch, R4",D2,Thermodynamic quantities are derived from the results,,Imidazole,,perrin_supp,perrin_supp5380,,AH
5380,c1c[nH]cn1,pKAH1,7.2164,15,"(m), I=0.02 to 0.15","E1ch, R4",D2,Thermodynamic quantities are derived from the results,,Imidazole,,perrin_supp,perrin_supp5380,,AH
5380,c1c[nH]cn1,pKAH1,7.1028,20,"(m), I=0.02 to 0.15","E1ch, R4",D2,Thermodynamic quantities are derived from the results,,Imidazole,,perrin_supp,perrin_supp5380,,AH
5380,c1c[nH]cn1,pKAH1,6.9929,25,"(m), I=0.02 to 0.15","E1ch, R4",D2,Thermodynamic quantities are derived from the results,,Imidazole,,perrin_supp,perrin_supp5380,,AH
5380,c1c[nH]cn1,pKAH1,6.8867,30,"(m), I=0.02 to 0.15","E1ch, R4",D2,Thermodynamic quantities are derived from the results,,Imidazole,,perrin_supp,perrin_supp5380,,AH
5380,c1c[nH]cn1,pKAH1,6.7839,35,"(m), I=0.02 to 0.15","E1ch, R4",D2,Thermodynamic quantities are derived from the results,,Imidazole,,perrin_supp,perrin_supp5380,,AH
5380,c1c[nH]cn1,pKAH1,6.6847,40,"(m), I=0.02 to 0.15","E1ch, R4",D2,Thermodynamic quantities are derived from the results,,Imidazole,,perrin_supp,perrin_supp5380,,AH
5380,c1c[nH]cn1,pKAH1,6.589,45,"(m), I=0.02 to 0.15","E1ch, R4",D2,Thermodynamic quantities are derived from the results,,Imidazole,,perrin_supp,perrin_supp5380,,AH
5380,c1c[nH]cn1,pKAH1,6.4968,50,"(m), I=0.02 to 0.15","E1ch, R4",D2,Thermodynamic quantities are derived from the results,,Imidazole,,perrin_supp,perrin_supp5380,,AH
5477,CN1CC(=O)NC1=N,pKAH1,4.954,15,"(m), I=0.02 to 0.06",E1a,G35,Thermodynamic quantities are derived from the results,,"imidazolidine, 2-imino-1-methyl-4-oxo-",,perrin_supp,perrin_supp5477,,AH
5477,CN1CC(=O)NC1=N,pKAH1,4.829,25,"(m), I=0.02 to 0.06",E1a,G35,Thermodynamic quantities are derived from the results,,"imidazolidine, 2-imino-1-methyl-4-oxo-",,perrin_supp,perrin_supp5477,,AH
5477,CN1CC(=O)NC1=N,pKAH1,4.707,35,"(m), I=0.02 to 0.06",E1a,G35,Thermodynamic quantities are derived from the results,,"imidazolidine, 2-imino-1-methyl-4-oxo-",,perrin_supp,perrin_supp5477,,AH
5477,CN1CC(=O)NC1=N,pKAH1,4.588,45,"(m), I=0.02 to 0.06",E1a,G35,Thermodynamic quantities are derived from the results,,"imidazolidine, 2-imino-1-methyl-4-oxo-",,perrin_supp,perrin_supp5477,,AH
5477,CN1CC(=O)NC1=N,pKAH1,4.472,55,"(m), I=0.02 to 0.06",E1a,G35,Thermodynamic quantities are derived from the results,,"imidazolidine, 2-imino-1-methyl-4-oxo-",,perrin_supp,perrin_supp5477,,AH
5477,CN1CC(=O)NC1=N,pKAH1,5.009,10,I=0.02 to 0.10,O1,G35,Thermodynamic quantities are derived from the results,,"imidazolidine, 2-imino-1-methyl-4-oxo-",,perrin_supp,perrin_supp5477,,AH
5477,CN1CC(=O)NC1=N,pKAH1,4.881,20,I=0.02 to 0.10,O1,G35,Thermodynamic quantities are derived from the results,,"imidazolidine, 2-imino-1-methyl-4-oxo-",,perrin_supp,perrin_supp5477,,AH
5477,CN1CC(=O)NC1=N,pKAH1,4.76,30,I=0.02 to 0.10,O1,G35,Thermodynamic quantities are derived from the results,,"imidazolidine, 2-imino-1-methyl-4-oxo-",,perrin_supp,perrin_supp5477,,AH
5477,CN1CC(=O)NC1=N,pKAH1,4.661,40,I=0.02 to 0.10,O1,G35,Thermodynamic quantities are derived from the results,,"imidazolidine, 2-imino-1-methyl-4-oxo-",,perrin_supp,perrin_supp5477,,AH
5477,CN1CC(=O)NC1=N,pKAH1,4.532,50,I=0.02 to 0.10,O1,G35,Thermodynamic quantities are derived from the results,,"imidazolidine, 2-imino-1-methyl-4-oxo-",,perrin_supp,perrin_supp5477,,AH
5517,C1COCCN1,pKAH1,9.108,0,I=0.01 to 0.10,E1a,H34,,,Morpholine,,perrin_supp,perrin_supp5517,,AH
5517,C1COCCN1,pKAH1,8.978,5,I=0.01 to 0.10,E1a,H34,,,Morpholine,,perrin_supp,perrin_supp5517,,AH
5517,C1COCCN1,pKAH1,8.85,10,I=0.01 to 0.10,E1a,H34,,,Morpholine,,perrin_supp,perrin_supp5517,,AH
5517,C1COCCN1,pKAH1,8.727,15,I=0.01 to 0.10,E1a,H34,,,Morpholine,,perrin_supp,perrin_supp5517,,AH
5517,C1COCCN1,pKAH1,8.608,20,I=0.01 to 0.10,E1a,H34,,,Morpholine,,perrin_supp,perrin_supp5517,,AH
5517,C1COCCN1,pKAH1,8.492,25,I=0.01 to 0.10,E1a,H34,,,Morpholine,,perrin_supp,perrin_supp5517,,AH
5517,C1COCCN1,pKAH1,8.38,30,I=0.01 to 0.10,E1a,H34,,,Morpholine,,perrin_supp,perrin_supp5517,,AH
5517,C1COCCN1,pKAH1,8.268,35,I=0.01 to 0.10,E1a,H34,,,Morpholine,,perrin_supp,perrin_supp5517,,AH
5517,C1COCCN1,pKAH1,8.161,40,I=0.01 to 0.10,E1a,H34,,,Morpholine,,perrin_supp,perrin_supp5517,,AH
5517,C1COCCN1,pKAH1,8.056,45,I=0.01 to 0.10,E1a,H34,,,Morpholine,,perrin_supp,perrin_supp5517,,AH
5517,C1COCCN1,pKAH1,7.955,50,I=0.01 to 0.10,E1a,H34,,,Morpholine,,perrin_supp,perrin_supp5517,,AH
5572,C1CNCCN1,pKAH1,10.407,0,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH2,5.816,0,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH1,10.259,5,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH2,5.712,5,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH1,10.126,10,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH2,5.614,10,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH1,9.996,15,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH2,5.518,15,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH1,9.864,20,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH2,5.424,20,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH1,9.731,25,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH2,5.333,25,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH1,9.609,30,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH2,5.246,30,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH1,9.485,35,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH2,5.153,35,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH1,9.367,40,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH2,5.066,40,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH1,9.252,45,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH2,4.981,45,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH1,9.142,50,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
5572,C1CNCCN1,pKAH2,4.896,50,(m) I=0.01 to 0.10,E1a,H36,,,Piperazine,,perrin_supp,perrin_supp5572,,AH
6453,c1cscn1,pKAH1,2.518,25,C=0.005M,E3bg,P38,,,Thiazole,,perrin_supp,perrin_supp6453,,AH
6453,c1cscn1,pKAH1,2.497,30,C=0.005M,E3bg,P38,,,Thiazole,,perrin_supp,perrin_supp6453,,AH
6454,Nc1nccs1,pKAH1,5.322,25,,E3bg,P38,,,"thiazole, 2-amino-",,perrin_supp,perrin_supp6454,,AH
6456,CC(C)(C)c1cscn1,pKAH1,3.056,25,,E3bg,P38,,,"thiazole, 4-t-butyl-",,perrin_supp,perrin_supp6456,,AH
6459,CCC1=NC(CC)CS1,pKAH1,5.357,25,,E3bg,P38,,,"thiazole, 2,4-diethyl-4,5-dihydro-",,perrin_supp,perrin_supp6459,,AH
6460,CCC1=NCC(C)S1,pKAH1,5.312,20,,E3bg,P38,,,"thiazole, 4,5-dihydro-2-ethyl-5-methyl-",,perrin_supp,perrin_supp6460,,AH
6460,CCC1=NCC(C)S1,pKAH1,5.231,25,,E3bg,P38,,,"thiazole, 4,5-dihydro-2-ethyl-5-methyl-",,perrin_supp,perrin_supp6460,,AH
6460,CCC1=NCC(C)S1,pKAH1,5.163,30,,E3bg,P38,,,"thiazole, 4,5-dihydro-2-ethyl-5-methyl-",,perrin_supp,perrin_supp6460,,AH
6461,CC1=NCC(C)S1,pKAH1,5.321,20,,E3bg,P38,,,"thiazole, 4,5-dihydro-2,5-dimethyl-",,perrin_supp,perrin_supp6461,,AH
6461,CC1=NCC(C)S1,pKAH1,5.256,25,,E3bg,P38,,,"thiazole, 4,5-dihydro-2,5-dimethyl-",,perrin_supp,perrin_supp6461,,AH
6461,CC1=NCC(C)S1,pKAH1,5.191,30,,E3bg,P38,,,"thiazole, 4,5-dihydro-2,5-dimethyl-",,perrin_supp,perrin_supp6461,,AH
6469,CCc1cscn1,pKAH1,3.204,25,,E3bg,P38,,,"thiazole, 4-ethyl-",,perrin_supp,perrin_supp6469,,AH
6470,CCC1CSC(C(C)C)=N1,pKAH1,5.276,25,,E3bg,P38,,,"thiazole, 4-ethyl-4,5-dihydro-2-isopropyl-",,perrin_supp,perrin_supp6470,,AH
6471,CCC1CSC(C)=N1,pKAH1,5.301,25,,E3bg,P38,,,"thiazole, 4-ethyl-4,5-dihydro-2-methyl-",,perrin_supp,perrin_supp6471,,AH
6472,CC(C)Cc1nccs1,pKAH1,3.377,25,,E3bg,P38,,,"thiazole, 2-isobutyl-",,perrin_supp,perrin_supp6472,,AH
6473,CC(C)c1nccs1,pKAH1,3.283,25,,E3bg,P38,,,"thiazole, 2-isopropyl-",,perrin_supp,perrin_supp6473,,AH
6475,Cc1cscn1,pKAH1,3.15,25,C=0.005M,E3bg,P38,,,"thiazole, 4-methyl-",,perrin_supp,perrin_supp6475,,AH
6476,Cc1cncs1,pKAH1,3.115,25,C=0.005M,E3bg,P38,,,"thiazole, 5-methyl-",,perrin_supp,perrin_supp6476,,AH
6481,CCCc1nccs1,pKAH1,3.353,25,,E3bg,P38,,,"thiazole, 2-n-propyl-",,perrin_supp,perrin_supp6481,,AH
7553,NCCOS(=O)(=O)[O-],pKAH1,9.7638,5,"(m), I=0.01 to 0.09","E1ch, R4",D1,Thermodynamic quantities are derived from the results,,2-Aminoethyl sulphate,,perrin_supp,perrin_supp7553,,AH
7553,NCCOS(=O)(=O)[O-],pKAH1,9.4628,15,"(m), I=0.01 to 0.09","E1ch, R4",D1,Thermodynamic quantities are derived from the results,,2-Aminoethyl sulphate,,perrin_supp,perrin_supp7553,,AH
7553,NCCOS(=O)(=O)[O-],pKAH1,9.1821,25,"(m), I=0.01 to 0.09","E1ch, R4",D1,Thermodynamic quantities are derived from the results,,2-Aminoethyl sulphate,,perrin_supp,perrin_supp7553,,AH
7553,NCCOS(=O)(=O)[O-],pKAH1,8.9201,35,"(m), I=0.01 to 0.09","E1ch, R4",D1,Thermodynamic quantities are derived from the results,,2-Aminoethyl sulphate,,perrin_supp,perrin_supp7553,,AH
7553,NCCOS(=O)(=O)[O-],pKAH1,8.6768,45,"(m), I=0.01 to 0.09","E1ch, R4",D1,Thermodynamic quantities are derived from the results,,2-Aminoethyl sulphate,,perrin_supp,perrin_supp7553,,AH
7564,Cc1cc(S(=O)(=O)O)ccc1N,pKAH2,3.4361,0,I=0.01 to 0.10,E1b,M22,Thermodynamic quantities are derived from the results,,4-Amino-3-methylbenzenesulphonic acid,,perrin_supp,perrin_supp7564,,AH
7564,Cc1cc(S(=O)(=O)O)ccc1N,pKAH1,3.3705,5,I=0.01 to 0.10,E1b,M22,Thermodynamic quantities are derived from the results,,4-Amino-3-methylbenzenesulphonic acid,,perrin_supp,perrin_supp7564,,AH
7564,Cc1cc(S(=O)(=O)O)ccc1N,pKAH1,3.3059,10,I=0.01 to 0.10,E1b,M22,Thermodynamic quantities are derived from the results,,4-Amino-3-methylbenzenesulphonic acid,,perrin_supp,perrin_supp7564,,AH
7564,Cc1cc(S(=O)(=O)O)ccc1N,pKAH1,3.2443,15,I=0.01 to 0.10,E1b,M22,Thermodynamic quantities are derived from the results,,4-Amino-3-methylbenzenesulphonic acid,,perrin_supp,perrin_supp7564,,AH
7564,Cc1cc(S(=O)(=O)O)ccc1N,pKAH1,3.1854,20,I=0.01 to 0.10,E1b,M22,Thermodynamic quantities are derived from the results,,4-Amino-3-methylbenzenesulphonic acid,,perrin_supp,perrin_supp7564,,AH
7564,Cc1cc(S(=O)(=O)O)ccc1N,pKAH1,3.1264,25,I=0.01 to 0.10,E1b,M22,Thermodynamic quantities are derived from the results,,4-Amino-3-methylbenzenesulphonic acid,,perrin_supp,perrin_supp7564,,AH
7564,Cc1cc(S(=O)(=O)O)ccc1N,pKAH1,3.0708,30,I=0.01 to 0.10,E1b,M22,Thermodynamic quantities are derived from the results,,4-Amino-3-methylbenzenesulphonic acid,,perrin_supp,perrin_supp7564,,AH
7564,Cc1cc(S(=O)(=O)O)ccc1N,pKAH1,3.0198,35,I=0.01 to 0.10,E1b,M22,Thermodynamic quantities are derived from the results,,4-Amino-3-methylbenzenesulphonic acid,,perrin_supp,perrin_supp7564,,AH
7564,Cc1cc(S(=O)(=O)O)ccc1N,pKAH1,2.973,40,I=0.01 to 0.10,E1b,M22,Thermodynamic quantities are derived from the results,,4-Amino-3-methylbenzenesulphonic acid,,perrin_supp,perrin_supp7564,,AH
7564,Cc1cc(S(=O)(=O)O)ccc1N,pKAH1,2.9256,45,I=0.01 to 0.10,E1b,M22,Thermodynamic quantities are derived from the results,,4-Amino-3-methylbenzenesulphonic acid,,perrin_supp,perrin_supp7564,,AH
7564,Cc1cc(S(=O)(=O)O)ccc1N,pKAH1,2.8821,50,I=0.01 to 0.10,E1b,M22,Thermodynamic quantities are derived from the results,,4-Amino-3-methylbenzenesulphonic acid,,perrin_supp,perrin_supp7564,,AH
7634,O=C(O)CN(CCO)CCO,pKAH2,8.753,0,I=0.01 to 0.10,E1a,D3,Thermodynamic quantities are derived from the results,,"glycine, N,N-bis(2-hydroxyethyl)-",,perrin_supp,perrin_supp7634,,AH
7634,O=C(O)CN(CCO)CCO,pKAH2,8.6632,5,I=0.01 to 0.10,E1a,D3,Thermodynamic quantities are derived from the results,,"glycine, N,N-bis(2-hydroxyethyl)-",,perrin_supp,perrin_supp7634,,AH
7634,O=C(O)CN(CCO)CCO,pKAH2,8.5777,10,I=0.01 to 0.10,E1a,D3,Thermodynamic quantities are derived from the results,,"glycine, N,N-bis(2-hydroxyethyl)-",,perrin_supp,perrin_supp7634,,AH
7634,O=C(O)CN(CCO)CCO,pKAH2,8.4924,15,I=0.01 to 0.10,E1a,D3,Thermodynamic quantities are derived from the results,,"glycine, N,N-bis(2-hydroxyethyl)-",,perrin_supp,perrin_supp7634,,AH
